year_month,nuts3_id,nuts3_name,nuts2_id,nuts2_name,period,spei_01,spei_03,spei_06,spei_09,spei_12,spei_24,spi_01,spi_03,spi_06,spi_09,spi_12,spi_24,soil_moisture_anom,cdd_days,has_impact_lag1,month_sin,month_cos,year,crop_cover_fraction,tree_cover_fraction,water_cover_fraction,population_fraction,elevation_mean,elevation_std,soil_brikgronden,soil_dikke_eerdgronden,soil_gedefinieerde_associaties,soil_kalkhoudende_zandgronden,soil_kalkloze_zandgronden,soil_kalksteen_verweringsgronden,soil_keileemgronden,soil_leemgronden,soil_moerige_gronden,soil_niet_gerijpte_minerale_gronden,soil_oude_rivierkleigronden,soil_podzolgronden,soil_rivierkleigronden,soil_veengronden,soil_zeekleigronden,soil_zeer_oude_fluviatiele_afzettingen,soil_zeer_oude_mariene_afzettingen,soil_dominant_fraction,Crop Failure & Yield Reduction_lag1,Reservoir & Surface Water Shortage_lag1,Freshwater Ecosystem Degradation_lag1,Groundwater Depletion_lag1,Water Use Restrictions_lag1,Forest Dieback & Vegetation Stress_lag1,Agricultural Economic Loss_lag1,Irrigation Shortage_lag1,Water Supply & Sanitation Issues_lag1,Wildfire Occurrence_lag1,has_impact_h0,has_impact_h1,has_impact_h2,has_impact_h3,Crop Failure & Yield Reduction_h0,Crop Failure & Yield Reduction_h1,Crop Failure & Yield Reduction_h2,Crop Failure & Yield Reduction_h3,Reservoir & Surface Water Shortage_h0,Reservoir & Surface Water Shortage_h1,Reservoir & Surface Water Shortage_h2,Reservoir & Surface Water Shortage_h3,Freshwater Ecosystem Degradation_h0,Freshwater Ecosystem Degradation_h1,Freshwater Ecosystem Degradation_h2,Freshwater Ecosystem Degradation_h3,Groundwater Depletion_h0,Groundwater Depletion_h1,Groundwater Depletion_h2,Groundwater Depletion_h3,Water Use Restrictions_h0,Water Use Restrictions_h1,Water Use Restrictions_h2,Water Use Restrictions_h3,Forest Dieback & Vegetation Stress_h0,Forest Dieback & Vegetation Stress_h1,Forest Dieback & Vegetation Stress_h2,Forest Dieback & Vegetation Stress_h3,Agricultural Economic Loss_h0,Agricultural Economic Loss_h1,Agricultural Economic Loss_h2,Agricultural Economic Loss_h3,Irrigation Shortage_h0,Irrigation Shortage_h1,Irrigation Shortage_h2,Irrigation Shortage_h3,Water Supply & Sanitation Issues_h0,Water Supply & Sanitation Issues_h1,Water Supply & Sanitation Issues_h2,Water Supply & Sanitation Issues_h3,Wildfire Occurrence_h0,Wildfire Occurrence_h1,Wildfire Occurrence_h2,Wildfire Occurrence_h3
2018-11-01,NL111,Oost-Groningen,NL11,Groningen,development,-1.368843177954356,-1.7860666712125142,-2.387187361717224,-2.5786646604537964,-2.119909167289734,-1.7326039671897888,-1.2989288965861003,-2.0370468894640603,-3.5959863662719727,-3.049827456474304,-2.188687324523926,-1.4479807019233704,-5.072524848191635,12.555555555555555,0,-0.5000000000000004,0.8660254037844384,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2018-12-01,NL111,Oost-Groningen,NL11,Groningen,development,0.3269520079096158,-1.4365510543187459,-1.980547547340393,-2.9154564142227173,-2.341649889945984,-1.485718309879303,0.3246273522575696,-1.4621753096580505,-2.7194724082946777,-2.6970551013946533,-2.445642590522766,-1.0966320633888245,-5.0683271936748335,5.0,1,-2.4492935982947064e-16,1.0,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2019-01-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.5181005348761877,-1.0499209761619568,-1.511180818080902,-2.470794200897217,-2.3767954111099243,-1.4440677762031555,-0.33578888326883316,-0.9205664495627085,-1.5926963090896606,-2.9123305082321167,-2.7751224040985107,-1.0283178687095642,-4.742249424906745,5.0,0,0.49999999999999994,0.8660254037844387,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2019-02-01,NL111,Oost-Groningen,NL11,Groningen,development,0.08928686132033666,-0.18836491562736532,-1.5168991088867188,-2.181532621383667,-2.4313013553619385,-1.5535423755645752,0.1940284768740336,-0.005499194065729777,-1.4408461451530457,-2.6461483240127563,-2.3284906148910522,-1.0573565661907196,-2.9086901678069346,17.11111111111111,0,0.8660254037844386,0.5000000000000001,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2019-03-01,NL111,Oost-Groningen,NL11,Groningen,development,0.8428984669347604,0.2574012205004692,-0.754698634147644,-1.7969374656677246,-2.4061464071273804,-1.3224276304244995,0.8884332043429216,0.34770825621671975,-0.4757760018110275,-1.7500988841056824,-1.8727614283561707,-0.8236274421215057,-1.1237299259536078,5.777777777777778,0,1.0,6.123233995736766e-17,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2019-04-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.40661440789699554,0.17867670177171627,-0.49173104763031006,-1.3933894634246826,-2.278691291809082,-1.38316410779953,-0.23745100696881613,0.45025403797626495,-0.14333713799715042,-1.140977680683136,-2.2614728212356567,-0.8726533949375153,-0.493628072092205,14.0,0,0.8660254037844387,-0.4999999999999998,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2019-05-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.26471917269130546,-0.12100647389888763,-0.20108067244291306,-1.3467981219291687,-2.022071361541748,-1.3413124084472656,-0.338261188318332,0.22263330469528833,0.03759847488254309,-1.1197876930236816,-2.1395881175994873,-0.8725333213806152,-0.06827644829678793,8.222222222222221,0,0.49999999999999994,-0.8660254037844387,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0
2019-06-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.8249140158295631,-0.9372948110103607,-0.8380060791969299,-1.2663550972938538,-1.9265486598014832,-1.6470527052879333,-0.48174403235316277,-0.7138836532831192,-0.41790153086185455,-0.9724180996417999,-2.0197181701660156,-1.196470558643341,-0.5996590144189912,9.666666666666666,0,1.2246467991473532e-16,-1.0,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0
2019-07-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.9951740304629008,-1.280181994040807,-1.121762454509735,-1.1917343139648438,-1.6376696825027466,-1.9518851041793823,-1.0325225094954174,-1.2272812128067017,-0.7648168504238129,-0.92694491147995,-1.5778058767318726,-1.7214280366897583,-1.4286422785641488,9.444444444444445,0,-0.4999999999999997,-0.8660254037844388,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0
2019-08-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.554831475019455,-1.2703333298365276,-1.2322884798049927,-1.0814542770385742,-1.6760665774345398,-2.100377321243286,-0.3503544231255849,-1.1772047281265259,-0.8806616961956024,-0.7034668028354645,-1.6394398212432861,-1.924246370792389,-1.569281254125678,11.777777777777779,1,-0.8660254037844385,-0.5000000000000004,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
2019-09-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.5179694692293803,-1.1415458122889202,-1.2491443753242493,-0.9170116484165192,-1.2724823355674744,-1.9684296250343323,-0.3616539041201274,-1.0973701576391857,-1.0293055474758148,-0.5549612939357758,-1.018051952123642,-1.772306501865387,-2.0879709020904875,8.222222222222221,1,-1.0,-1.8369701987210297e-16,2019,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
